,Facility Name,Resident Weeks,Covid Infections,Facility Infection Rate,County Infection Rate,Infection Score,Final Payment,Infection Rate,Rate Ratio
262,MONTGOMERY COUNTY NURSING HOME,381.0,0,0.0,0.82,0.31,48264,0.0,0.0
263,VAN BUREN HEALTHCARE AND REHABILITATION CENTER,481.0,0,0.0,2.49,1.2,184110,0.0,0.0
264,GARDNER NURSING AND REHABILITATION,279.0,0,0.0,4.98,1.39,177947,0.0,0.0
265,ARBOR OAKS HEALTHCARE AND REHABILITATION CENTER,305.0,0,0.0,2.33,0.71,92323,0.0,0.0
266,TWIN LAKES THERAPY AND LIVING,335.0,0,0.0,0.98,0.33,42187,0.0,0.0
267,BEAR CREEK HEALTHCARE LLC,212.0,0,0.0,2.42,0.51,65836,0.0,0.0
268,ALLAY HEALTH AND REHAB,141.0,0,0.0,1.69,0.24,36571,0.0,0.0
269,"DARDANELLE NURSING AND REHABILITATION CENTER,INC",477.0,0,0.0,1.08,0.51,65900,0.0,0.0
270,MANILA HEALTHCARE CENTER,296.0,0,0.0,3.6,1.06,136466,0.0,0.0
271,OAK MANOR NURSING AND REHABILITATION CENTER INC,283.0,0,0.0,1.96,0.55,72823,0.0,0.0
272,HILLCREST CARE AND REHAB,359.0,0,0.0,2.79,1.0,128268,0.0,0.0
273,THE VILLAGES OF GENERAL BAPTIST HEALTH CARE  EAST,18.0,0,0.0,3.0,0.05,5541,0.0,0.0
274,WOOD-LAWN HEIGHTS,629.0,0,0.0,2.29,1.44,184606,0.0,0.0
275,RUSSELLVILLE NURSING AND REHABILITATION CENTER,366.0,0,0.0,2.21,0.81,123094,0.0,0.0
276,"NASHVILLE NURSING AND REHAB, INC",193.0,0,0.0,2.33,0.45,69264,0.0,0.0
277,"THE WATERS OF FORT SMITH, LLC",517.0,1,1.93,2.19,0.13,20377,1.9342359767891684,0.8812785388127854
278,LONGMEADOW NURSING CENTER - CAMDEN,101.0,0,0.0,1.18,0.12,18339,0.0,0.0
279,SOMERSET SENIOR LIVING AT PREMIER,545.0,0,0.0,1.69,0.92,126165,0.0,0.0
280,RICH MOUNTAIN NURSING AND REHABILITATION CENTER,384.0,0,0.0,1.15,0.44,68053,0.0,0.0
281,PROMENADE HEALTH AND REHABILITATION,381.0,0,0.0,1.47,0.56,71562,0.0,0.0
282,CHAPEL RIDGE HEALTH AND REHAB,335.0,0,0.0,2.19,0.73,75253,0.0,0.0
283,WINDCREST HEALTH AND REHAB INC,295.0,0,0.0,2.06,0.61,77976,0.0,0.0
284,"SHERWOOD NURSING & REHABILITATION CENTER, INC",395.0,0,0.0,1.69,0.67,102451,0.0,0.0
285,GREENBRIER NURSING AND REHABILITATION CENTER,362.0,0,0.0,1.7,0.61,78810,0.0,0.0
286,WALDRON NURSING CENTER INC,322.0,0,0.0,2.57,0.83,127192,0.0,0.0
287,SPRING CREEK HEALTH & REHAB,403.0,0,0.0,1.9,0.77,98094,0.0,0.0
288,NORTH HILLS LIFE CARE AND REHAB,340.0,0,0.0,2.06,0.7,92030,0.0,0.0
289,HIGHLAND HEALTHCARE AND REHABILITATION CENTER,169.0,0,0.0,1.47,0.25,25394,0.0,0.0
290,"GLENWOOD HEALTH AND REHABILITATION, LLC",222.0,0,0.0,0.91,0.2,31225,0.0,0.0
291,"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",288.0,0,0.0,2.06,0.59,76126,0.0,0.0
292,"LEGACY HEIGHTS NURSING AND REHAB, LLC",289.0,0,0.0,2.21,0.64,83467,0.0,0.0
293,SUMMIT HEALTH & REHAB CENTER,190.0,0,0.0,2.61,0.5,63546,0.0,0.0
294,OZARK HEALTH NURSING AND REHAB  CENTER,363.0,0,0.0,0.5,0.18,27675,0.0,0.0
295,TIMBERLANE HEALTH & REHABILITATION,358.0,0,0.0,1.53,0.55,83997,0.0,0.0
296,ARKANSAS VETERANS HOME AT FAYETTEVILLE,360.0,0,0.0,2.06,0.74,114189,0.0,0.0
297,OAKDALE NURSING FACILITY,464.0,0,0.0,1.98,0.92,117974,0.0,0.0
298,THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,220.0,0,0.0,1.69,0.37,57061,0.0,0.0
299,EDGEWOOD HEALTH AND REHAB,375.0,0,0.0,2.06,0.77,105221,0.0,0.0
300,"CLA-CLIF NURSING AND REHAB CENTER, INC",222.0,0,0.0,2.95,0.66,84088,0.0,0.0
301,BARROW CREEK HEALTH AND REHAB,420.0,0,0.0,1.69,0.71,90779,0.0,0.0
302,KATHERINE'S PLACE AT WEDINGTON,504.0,0,0.0,2.06,1.04,135034,0.0,0.0
303,"STONEGATE VILLA HEALTH AND REHABILITATION, LLC",281.0,0,0.0,1.44,0.41,53997,0.0,0.0
304,GOSNELL HEALTH AND REHAB,258.0,0,0.0,3.6,0.93,142736,0.0,0.0
305,HARRIS HEALTH AND REHAB,312.0,0,0.0,3.6,1.12,172611,0.0,0.0
306,GREENHURST NURSING CENTER,475.0,1,2.11,3.33,0.58,89275,2.1052631578947367,0.6336336336336336
307,"CRESTPARK MARIANNA, L L C",276.0,0,0.0,1.26,0.35,44740,0.0,0.0
308,COMMUNITY COMPASSION CENTER OF YELLVILLE,257.0,0,0.0,0.98,0.25,32365,0.0,0.0
309,"GREYSTONE NURSING AND REHAB, LLC",331.0,0,0.0,1.9,0.63,96682,0.0,0.0
310,EVERGREEN LIVING CENTER AT STAGECOACH,391.0,0,0.0,1.62,0.63,88073,0.0,0.0
311,HAPPY VALLEY NURSING & REHABILITATION,174.0,0,0.0,2.33,0.4,62297,0.0,0.0
312,AMBERWOOD HEALTH AND REHABILITATION,446.0,0,0.0,1.62,0.72,96490,0.0,0.0
313,THE GREEN HOUSE COTTAGES OF POPLAR GROVE,535.0,0,0.0,1.69,0.9,115636,0.0,0.0
314,EAST POINT HEALTH AND REHAB,235.0,0,0.0,4.98,1.17,149884,0.0,0.0
315,CRAIGHEAD NURSING CENTER,340.0,0,0.0,3.6,1.23,188478,0.0,0.0
316,NEWTON COUNTY NURSING HOME,187.0,0,0.0,2.14,0.4,56242,0.0,0.0
317,REDLANDS HEALTHCARE CENTER,352.0,0,0.0,0.98,0.35,53296,0.0,0.0
318,"EUREKA REHABILITATION & WELLNESS CENTER, LP",407.0,0,0.0,0.1,0.04,5388,0.0,0.0
319,ACACIA PARK NURSING & REHAB CENTER,206.0,0,0.0,0.55,0.11,17575,0.0,0.0
320,FAIRFIELD POST-ACUTE REHAB,370.0,0,0.0,0.59,0.22,28078,0.0,0.0
321,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",505.0,0,0.0,0.43,0.22,27628,0.0,0.0
322,MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOS,200.0,0,0.0,0.49,0.1,12564,0.0,0.0
323,LOS BANOS NURSING & REHABILITATION CENTER,158.0,0,0.0,0.58,0.09,11700,0.0,0.0
324,THE EARLWOOD,294.0,0,0.0,0.82,0.24,37291,0.0,0.0
325,MOTION PICTURE AND T.V. HOSP D/P SNF,371.0,0,0.0,0.82,0.31,39215,0.0,0.0
326,MAPLE HEALTHCARE CENTER,277.0,0,0.0,0.82,0.23,29279,0.0,0.0
327,GOOD SAMARITAN REHAB AND CARE CENTER,362.0,0,0.0,0.5,0.18,24596,0.0,0.0
328,ROYAL CARE SKILLED NURSING CTR,361.0,0,0.0,0.82,0.3,38158,0.0,0.0
329,PALMS CARE CENTER,275.0,0,0.0,0.78,0.21,28605,0.0,0.0
330,PLEASANT HILL POST ACUTE,221.0,0,0.0,0.45,0.1,14627,0.0,0.0
331,CALIFORNIA POST-ACUTE CARE,505.0,0,0.0,0.82,0.42,53379,0.0,0.0
332,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",249.0,0,0.0,0.82,0.21,31583,0.0,0.0
333,COUNTRY VILLA WESTWOOD,401.0,0,0.0,0.82,0.33,50863,0.0,0.0
334,COTTONWOOD CANYON HEALTHCARE CENTER,348.0,0,0.0,0.63,0.22,29173,0.0,0.0
335,PALOMAR VISTA HEALTHCARE CENTER,337.0,0,0.0,0.63,0.21,27155,0.0,0.0
336,SEACREST POST-ACUTE CARE  CENTER,210.0,0,0.0,0.82,0.17,26636,0.0,0.0
337,ROSECRANS CARE CENTER,428.0,0,0.0,0.82,0.35,54288,0.0,0.0
338,VILLA CORONADO D/P SNF,412.0,0,0.0,0.63,0.26,33198,0.0,0.0
339,COUNTRY VILLA BELMONT HEIGHTS,504.0,0,0.0,0.82,0.42,53273,0.0,0.0
340,PARKWAY HILLS NURSING & REHABILITATION,244.0,0,0.0,0.63,0.15,19661,0.0,0.0
341,MISSION VIEW HEALTH CENTER,542.0,0,0.0,0.53,0.29,37156,0.0,0.0
342,CENTRAL VALLEY POST ACUTE,460.0,0,0.0,0.55,0.26,39245,0.0,0.0
343,MORAGA POST ACUTE,199.0,0,0.0,0.45,0.09,11562,0.0,0.0
344,CREEKSIDE HEALTHCARE CENTER,341.0,0,0.0,0.45,0.15,22686,0.0,0.0
345,SUNSET MANOR CONV HOSP,317.0,0,0.0,0.82,0.26,40208,0.0,0.0
346,ROYAL VISTA CARE CENTER,249.0,0,0.0,0.82,0.21,26319,0.0,0.0
347,BANCROFT HEALTHCARE CENTER,166.0,0,0.0,0.34,0.06,7143,0.0,0.0
348,DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ,422.0,0,0.0,0.43,0.18,23087,0.0,0.0
349,ARBOR HILLS NURSING CENTER,463.0,0,0.0,0.63,0.29,37307,0.0,0.0
350,LINDA MAR CARE CENTER,162.0,0,0.0,0.44,0.07,9184,0.0,0.0
351,COUNTRY VILLA TERRACE NRSG CTR,216.0,0,0.0,0.82,0.18,24332,0.0,0.0
352,BEACHSIDE POST ACUTE,366.0,0,0.0,0.82,0.3,46423,0.0,0.0
353,GRAND TERRACE HEALTH CARE CENTER,263.0,0,0.0,0.98,0.26,39408,0.0,0.0
354,MONTROSE HEALTHCARE CENTER,253.0,0,0.0,0.82,0.21,26742,0.0,0.0
355,BERKLEY WEST CONV HOSP,142.0,0,0.0,0.82,0.12,15009,0.0,0.0
356,SANTA TERESITA MANOR,303.0,0,0.0,0.82,0.25,32027,0.0,0.0
357,RAMONA NURSING & REHABILITATION CENTER,505.0,0,0.0,0.82,0.42,53379,0.0,0.0
358,MAGNOLIA GARDENS CONVALESCENT HOSPITAL,372.0,0,0.0,0.82,0.31,39320,0.0,0.0
359,NORTH VALLEY NURSING CENTER,388.0,0,0.0,0.82,0.32,41012,0.0,0.0
360,WINDSOR MANOR REHABILITATION CENTER,727.0,0,0.0,0.45,0.33,50685,0.0,0.0
361,ST PAULS TOWERS,149.0,0,0.0,0.34,0.05,6411,0.0,0.0
362,VIRGIL REHABILITATION & SKILLED NURSING CENTER,386.0,0,0.0,0.82,0.32,42392,0.0,0.0
363,GARDEN CREST REHABILITATION CENTER,228.0,0,0.0,0.82,0.19,24100,0.0,0.0
364,MONTEREY PARK CONV HOSP,379.0,0,0.0,0.82,0.31,48072,0.0,0.0
365,"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP",319.0,0,0.0,0.82,0.26,33718,0.0,0.0
366,VERNON HEALTHCARE CENTER,428.0,0,0.0,0.82,0.35,45240,0.0,0.0
367,SOCAL POST-ACUTE CARE,216.0,0,0.0,0.82,0.18,22831,0.0,0.0
368,JEWISH HOME & REHAB CENTER D/P SNF,1552.0,0,0.0,0.3,0.46,71118,0.0,0.0
369,PICO RIVERA HEALTHCARE CENTER,299.0,0,0.0,0.82,0.25,37925,0.0,0.0
370,LAWTON SKILLED NURSING & REHABILITATION CENTER,236.0,0,0.0,0.3,0.07,10814,0.0,0.0
371,SAN GABRIEL CONV CENTER,607.0,0,0.0,0.82,0.5,66270,0.0,0.0
372,HERITAGE GARDENS HEALTH CARE CENTER,446.0,0,0.0,0.98,0.44,56274,0.0,0.0
373,BROOKSIDE SKILLED NURSING HOSPITAL,352.0,0,0.0,0.44,0.16,19955,0.0,0.0
374,GREENFIELD CARE CENTER OF FAIRFIELD,345.0,0,0.0,0.59,0.2,26181,0.0,0.0
375,PROVIDENCE ST ELIZABETH CARE CENTER,183.0,0,0.0,0.82,0.15,19343,0.0,0.0
376,MARYCREST MANOR,251.0,0,0.0,0.82,0.21,28987,0.0,0.0
377,HORIZON HEALTH AND SUBACUTE CENTER,715.0,0,0.0,0.63,0.45,58181,0.0,0.0
378,STOCKTON NURSING CENTER,480.0,0,0.0,0.5,0.24,24698,0.0,0.0
379,SUNNY VILLAGE CARE CENTER,367.0,0,0.0,0.82,0.3,38792,0.0,0.0
380,"SEAVIEW REHABILITATION & WELLNESS CENTER, LP",309.0,0,0.0,0.1,0.03,4091,0.0,0.0
381,THE TERRACES AT LOS ALTOS HEALTH FACILITY,95.0,0,0.0,0.41,0.04,5036,0.0,0.0
382,IDYLWOOD CARE CENTER,677.0,0,0.0,0.41,0.28,38509,0.0,0.0
383,RIALTO POST ACUTE CENTER,598.0,0,0.0,0.98,0.59,75452,0.0,0.0
384,OAKLAND HEALTHCARE & WELLNESS CENTER,433.0,0,0.0,0.34,0.15,20178,0.0,0.0
385,SPRINGS ROAD HEALTHCARE,233.0,0,0.0,0.59,0.14,17682,0.0,0.0
386,SAN JACINTO HEALTHCARE,253.0,0,0.0,0.84,0.21,32499,0.0,0.0
387,VICTORIA HEALTHCARE AND REHABILITATION CENTER,362.0,0,0.0,0.43,0.16,21729,0.0,0.0
388,EAST BAY POST-ACUTE,304.0,0,0.0,0.34,0.1,13081,0.0,0.0
389,WATSONVILLE NURSING CENTER,333.0,0,0.0,0.43,0.14,18218,0.0,0.0
390,WILLOW PASS HEALTHCARE CENTER,364.0,0,0.0,0.45,0.16,22976,0.0,0.0
391,FAIRMONT REHABILITATION HOSPITAL,228.0,0,0.0,0.5,0.11,17597,0.0,0.0
392,COUNTRY OAKS CARE CENTER,373.0,0,0.0,0.82,0.31,39426,0.0,0.0
393,MERCED NURSING & REHABILITATION CTR,264.0,0,0.0,0.58,0.15,23458,0.0,0.0
394,"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",490.0,0,0.0,0.43,0.21,26900,0.0,0.0
395,ST. JOHN OF GOD RETIREMENT,627.0,0,0.0,0.82,0.52,66274,0.0,0.0
396,LOMPOC VALLEY MEDICAL CTR COMP CARE CTR D/P SNF,402.0,0,0.0,0.39,0.16,24348,0.0,0.0
397,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,452.0,0,0.0,0.63,0.29,37690,0.0,0.0
398,PILGRIM PLACE HEALTH SERVICES CENTER,189.0,0,0.0,0.82,0.16,19977,0.0,0.0
399,LOMITA POST-ACUTE CARE CENTER,220.0,0,0.0,0.82,0.18,23254,0.0,0.0
400,SONOMA POST ACUTE,375.0,0,0.0,0.92,0.35,47266,0.0,0.0
401,LA SIERRA CARE CENTER,222.0,0,0.0,0.58,0.13,16439,0.0,0.0
402,CENTRAL GARDENS POST ACUTE,381.0,0,0.0,0.3,0.11,14549,0.0,0.0
403,POMONA VISTA CARE CENTER,279.0,0,0.0,0.82,0.23,29490,0.0,0.0
404,JOHN C. FREMONT HEALTHCARE DISTRICT DP/SNF,90.0,0,0.0,0.07,0.01,805,0.0,0.0
405,KEARNY MESA CONVALESCENT AND NURSING HOME,383.0,0,0.0,0.63,0.24,30861,0.0,0.0
406,LODI CREEK POST ACUTE,288.0,0,0.0,0.5,0.14,22228,0.0,0.0
407,SHIELDS RICHMOND NURSING CENTER,332.0,0,0.0,0.45,0.15,19289,0.0,0.0
408,SANTA ANITA CONVALESCENT HOSPITAL,1393.0,0,0.0,0.82,1.15,176688,0.0,0.0
409,APPLEWOOD POST ACUTE,218.0,0,0.0,0.53,0.11,14714,0.0,0.0
410,FALLBROOK SKILLED NURSING,299.0,0,0.0,0.63,0.19,24093,0.0,0.0
411,LINDA VALLEY CARE CENTER,304.0,0,0.0,0.98,0.3,39949,0.0,0.0
412,CANTERBURY WOODS,95.0,0,0.0,0.85,0.08,10375,0.0,0.0
413,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,482.0,0,0.0,0.53,0.25,39039,0.0,0.0
414,KATHERINE HEALTHCARE,142.0,0,0.0,0.85,0.12,15508,0.0,0.0
415,GRANT CUESTA SUB-ACUTE AND REHABILITATION CENTER,450.0,0,0.0,0.41,0.19,28625,0.0,0.0
416,MOUNTAIN VIEW HEALTHCARE CENTER,340.0,0,0.0,0.41,0.14,18023,0.0,0.0
417,SKYLINE HEALTHCARE CENTER - SAN JOSE,1210.0,0,0.0,0.41,0.5,76969,0.0,0.0
418,THE PAVILION AT OCEAN POINT,494.0,0,0.0,0.63,0.31,39805,0.0,0.0
419,UNIVERSITY CARE CENTER,386.0,0,0.0,0.63,0.24,31103,0.0,0.0
420,VILLA SERENA HEALTHCARE CENTER,229.0,0,0.0,0.82,0.19,29046,0.0,0.0
421,ADVANCED REHAB CENTER OF TUSTIN,400.0,0,0.0,0.43,0.17,26351,0.0,0.0
422,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",241.0,0,0.0,0.34,0.08,10432,0.0,0.0
423,HAYWARD CONVALESCENT HOSPITAL,351.0,0,0.0,0.34,0.12,15103,0.0,0.0
424,GEM TRANSITIONAL,223.0,0,0.0,0.82,0.18,28285,0.0,0.0
425,COUNTRY VILLA CLAREMONT HEALTH CENTER,407.0,0,0.0,0.82,0.34,43020,0.0,0.0
426,CULVER WEST HEALTH CENTER,284.0,0,0.0,0.82,0.23,30019,0.0,0.0
427,SHORELINE HEALTHCARE CENTER,255.0,0,0.0,0.82,0.21,32344,0.0,0.0
428,FREDERICKA MANOR CARE CENTER,758.0,0,0.0,0.63,0.48,61078,0.0,0.0
429,PACIFIC GROVE HEALTHCARE CENTER,230.0,0,0.0,0.85,0.2,30143,0.0,0.0
430,VISTA PACIFICA CONVALESCENT HOSPITAL,244.0,0,0.0,0.84,0.2,26119,0.0,0.0
431,LONG BEACH HEALTHCARE CENTER,526.0,0,0.0,0.82,0.43,56794,0.0,0.0
432,MONROVIA GARDENS HEALTHCARE CENTER,298.0,0,0.0,0.82,0.25,37798,0.0,0.0
433,VALLEY VIEW POST ACUTE,329.0,0,0.0,0.82,0.27,40334,0.0,0.0
434,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,388.0,0,0.0,0.82,0.32,41012,0.0,0.0
435,EDGEWATER SKILLED NURSING CENTER,340.0,0,0.0,0.82,0.28,35938,0.0,0.0
436,SAN JOSE HEALTHCARE & WELLNESS CENTER,265.0,0,0.0,0.41,0.11,14047,0.0,0.0
437,MEADOWBROOK HEALTH CARE CENTER,269.0,0,0.0,0.84,0.22,28795,0.0,0.0
438,CUPERTINO HEALTHCARE & WELLNESS CENTER,731.0,0,0.0,0.41,0.3,40276,0.0,0.0
439,ORCHARD POST ACUTE CARE,317.0,0,0.0,0.59,0.19,24056,0.0,0.0
440,SAYLOR LANE HEALTHCARE CENTER,174.0,0,0.0,0.53,0.09,14093,0.0,0.0
441,"MANNING GARDENS CARE CENTER, INC",239.0,0,0.0,0.63,0.15,19448,0.0,0.0
442,WINDSOR GARDENS CARE CENTER OF HAYWARD,305.0,0,0.0,0.34,0.1,15748,0.0,0.0
443,IVY CREEK HEALTHCARE & WELLNESS CENTRE,374.0,0,0.0,0.82,0.31,39532,0.0,0.0
444,ROCK CREEK CARE CENTER,314.0,0,0.0,0.42,0.13,17078,0.0,0.0
445,DYCORA TRANSITIONAL HEALTH FOWLER,176.0,0,0.0,0.63,0.11,17186,0.0,0.0
446,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,371.0,0,0.0,0.82,0.31,39215,0.0,0.0
447,BUENA VISTA CARE CENTER,440.0,0,0.0,0.43,0.19,24155,0.0,0.0
448,CALIFORNIA POST ACUTE,251.0,0,0.0,0.82,0.21,27869,0.0,0.0
449,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,355.0,0,0.0,0.4,0.14,22084,0.0,0.0
450,"TWO PALMS NURSING CENTER, INC",130.0,0,0.0,0.82,0.11,13741,0.0,0.0
451,THE SEQUOIAS,118.0,0,0.0,0.44,0.05,6689,0.0,0.0
452,NEW VISTA POST- ACUTE CARE CENTER,457.0,0,0.0,0.82,0.38,48305,0.0,0.0
453,THE CALIFORNIAN-PASADENA,194.0,0,0.0,0.82,0.16,20506,0.0,0.0
454,LA MESA HEALTHCARE CENTER,390.0,0,0.0,0.63,0.25,31425,0.0,0.0
455,BRENTWOOD POST ACUTE,200.0,0,0.0,1.3,0.26,33326,0.0,0.0
456,OAK RIDGE HEALTHCARE CENTER,221.0,0,0.0,0.42,0.09,14424,0.0,0.0
457,THE PINES AT PLACERVILLE HEALTHCARE CENTER,357.0,0,0.0,0.29,0.1,15890,0.0,0.0
458,VALLE VISTA CONVALESCENT HOSPITAL,244.0,0,0.0,0.63,0.15,19661,0.0,0.0
459,COUNTRY VILLA SOUTH CONV CTR,287.0,0,0.0,0.82,0.24,36403,0.0,0.0
460,ARROYO VISTA NURSING CENTER,220.0,0,0.0,0.63,0.14,21272,0.0,0.0
461,REDDING POST ACUTE,304.0,0,0.0,1.47,0.45,57433,0.0,0.0
462,WOLF CREEK CARE CENTER,247.0,0,0.0,0.22,0.05,6919,0.0,0.0
463,WINDSOR CHICO CARE CENTER,310.0,0,0.0,0.34,0.11,16274,0.0,0.0
464,WOODLANDS HEALTHCARE CENTER,164.0,0,0.0,0.41,0.07,10432,0.0,0.0
465,NEWPORT NURSING AND REHABILITATION CENTER,182.0,0,0.0,0.43,0.08,9991,0.0,0.0
466,CRENSHAW NURSING HOME,226.0,0,0.0,0.82,0.19,28666,0.0,0.0
467,INGLEWOOD HEALTH CARE CENTER,388.0,0,0.0,0.82,0.32,49214,0.0,0.0
468,LOS PALOS POST-ACUTE CARE CENTER,320.0,0,0.0,0.82,0.26,40589,0.0,0.0
469,THE REUTLINGER COMMUNITY,213.0,0,0.0,0.45,0.1,12375,0.0,0.0
470,BONNIE BRAE SKILLED NURSING,206.0,0,0.0,0.82,0.17,26129,0.0,0.0
471,MISSION CARE CENTER,180.0,0,0.0,0.84,0.15,23121,0.0,0.0
472,HARVARD CREEK POST ACUTE,250.0,0,0.0,0.82,0.21,26425,0.0,0.0
473,PASADENA PARK HEALTHCARE AND WELLNESS CENTER,380.0,0,0.0,0.82,0.31,40166,0.0,0.0
474,SEQUOIA TRANSITIONAL CARE,395.0,0,0.0,0.81,0.32,42089,0.0,0.0
475,BAY CREST CARE CENTER,322.0,0,0.0,0.82,0.27,40842,0.0,0.0
476,WATERMAN CANYON POST ACUTE,703.0,0,0.0,0.98,0.69,97985,0.0,0.0
477,ST ELIZABETH HEALTHCARE CENTER,236.0,0,0.0,0.43,0.1,15547,0.0,0.0
478,KINGSBURG CENTER,337.0,0,0.0,0.63,0.21,32907,0.0,0.0
479,PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER,416.0,0,0.0,0.43,0.18,22838,0.0,0.0
480,CAPISTRANO BEACH CARE CENTER,355.0,0,0.0,0.43,0.15,19489,0.0,0.0
481,MAYWOOD ACRES HEALTHCARE,317.0,0,0.0,0.49,0.16,23897,0.0,0.0
482,THE BRADLEY GARDENS,185.0,0,0.0,0.84,0.15,15842,0.0,0.0
483,REDWOOD SPRINGS HEALTHCARE CENTER,530.0,0,0.0,0.81,0.43,56393,0.0,0.0
484,PRIMROSE POST-ACUTE,274.0,0,0.0,0.82,0.23,28962,0.0,0.0
485,SHADOWBROOK POST ACUTE,169.0,0,0.0,0.34,0.06,7393,0.0,0.0
486,PASADENA GROVE HEALTH CENTER,198.0,0,0.0,0.82,0.16,20929,0.0,0.0
487,LA HABRA CONVALESCENT HOSPITAL,309.0,0,0.0,0.43,0.13,16963,0.0,0.0
488,HEALTHCARE CENTRE OF FRESNO,661.0,0,0.0,0.63,0.42,53787,0.0,0.0
489,GROSSMONT POST ACUTE CARE,352.0,0,0.0,0.63,0.22,34036,0.0,0.0
490,SPRING HILL MANOR,305.0,0,0.0,0.22,0.07,8544,0.0,0.0
491,SOUTH COAST POST ACUTE,1125.0,0,0.0,0.43,0.48,66486,0.0,0.0
492,RIVERSIDE CONVALESCENT HOSPITAL,392.0,0,0.0,0.34,0.13,20578,0.0,0.0
493,TWILIGHT HAVEN,167.0,0,0.0,0.63,0.11,16307,0.0,0.0
494,BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,355.0,0,0.0,0.5,0.18,27400,0.0,0.0
495,BROADWAY MANOR CARE CENTER,281.0,0,0.0,0.82,0.23,29702,0.0,0.0
496,PARKVIEW HEALTHCARE CENTER,161.0,0,0.0,0.43,0.07,8839,0.0,0.0
497,HEALTHCARE CENTER OF ORANGE COUNTY,401.0,0,0.0,0.43,0.17,26417,0.0,0.0
498,PITTSBURG SKILLED NURSING CENTER,209.0,0,0.0,0.45,0.09,14571,0.0,0.0
499,THE CALIFORNIAN,216.0,0,0.0,0.39,0.09,10902,0.0,0.0
500,BRIGHTON PLACE SPRING VALLEY,306.0,0,0.0,0.63,0.19,24657,0.0,0.0
501,WINDSOR GARDENS CARE CENTER OF FULLERTON,345.0,0,0.0,0.43,0.15,18940,0.0,0.0
502,HEALTHCARE CENTER OF BELLA VISTA,246.0,0,0.0,0.98,0.24,33784,0.0,0.0
503,ABBY GARDENS HEALTHCARE CENTER,409.0,0,0.0,0.63,0.26,34256,0.0,0.0
504,ANGELS NURSING HEALTH CENTER,212.0,0,0.0,0.82,0.17,26890,0.0,0.0
505,THE ORCHARD - POST ACUTE CARE,646.0,0,0.0,0.82,0.53,75097,0.0,0.0
506,ONTARIO HEALTHCARE CENTER,247.0,0,0.0,0.98,0.24,31165,0.0,0.0
507,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,353.0,0,0.0,0.82,0.29,37312,0.0,0.0
508,BRENTWOOD HEALTH CARE CENTER,209.0,0,0.0,0.82,0.17,22091,0.0,0.0
509,KYAKAMEENA CARE CENTER,285.0,0,0.0,0.34,0.1,12263,0.0,0.0
510,SANTA CLARITA POST-ACUTE CARE CENTER,328.0,0,0.0,0.82,0.27,41604,0.0,0.0
511,VALLE VERDE HEALTH FACILITY,283.0,0,0.0,0.39,0.11,14284,0.0,0.0
512,UKIAH POST ACUTE,203.0,0,0.0,0.56,0.11,14519,0.0,0.0
513,MIRADA HILLS REHABILITATION AND CONV HOSPITAL,467.0,0,0.0,0.82,0.39,52620,0.0,0.0
514,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,431.0,0,0.0,0.85,0.37,50905,0.0,0.0
515,ATLANTIC MEMORIAL HEALTHCARE CENTER,388.0,0,0.0,0.82,0.32,41012,0.0,0.0
516,SANTA MONICA CONV CTR II,162.0,0,0.0,0.82,0.13,17123,0.0,0.0
517,WESTWOOD POST ACUTE,1045.0,0,0.0,0.41,0.43,66473,0.0,0.0
518,SHARON CARE CENTER,378.0,0,0.0,0.82,0.31,41603,0.0,0.0
519,CLOVERDALE HEALTHCARE CENTER,159.0,0,0.0,0.92,0.15,22522,0.0,0.0
520,NORTH WALK VILLA CONVAL. HOSP.,184.0,0,0.0,0.82,0.15,23339,0.0,0.0
521,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",326.0,0,0.0,0.82,0.27,41350,0.0,0.0
522,ENCINITAS NURSING AND REHABILITATION CENTER,255.0,0,0.0,0.63,0.16,22190,0.0,0.0
523,WHITTIER PACIFIC CARE CENTER,475.0,0,0.0,0.82,0.39,50208,0.0,0.0
524,"ORINDA CARE CENTER, LLC",202.0,0,0.0,0.45,0.09,11736,0.0,0.0
525,BRIGHTON PLACE SAN DIEGO,450.0,0,0.0,0.63,0.28,36260,0.0,0.0
526,STONEBROOK HEALTH AND REHABILITATION,305.0,0,0.0,0.41,0.13,17856,0.0,0.0
